genomeSize	err_rate	QV	gsize	N50	ctgn	L50	cost
3285000	0.23	36.5965	4669561	4657688	3	1	4.00725
3285000	0.24	36.6288	4669557	4657684	3	1	4.00711
3285000	0.25	36.6139	4669587	4657714	3	1	4.00717
3290000	0.22	36.5795	4669530	4657657	3	1	4.00732
3290000	0.247	36.611	4669586	4657713	3	1	4.00718
3290000	0.23	36.5953	4669559	4657686	3	1	4.00725
3285000	0.26	36.5159	4683430	4671557	3	1	4.00762
3290000	0.241	36.6276	4669551	4657678	3	1	4.00711
3290000	0.25	36.6143	4669587	4657714	3	1	4.00717
3290000	0.24	36.6303	4669558	4657685	3	1	4.0071
3290000	0.26	36.5134	4683430	4671557	3	1	4.00763
3290000	0.223	36.5851	4669541	4657668	3	1	4.00729
3290000	0.229	36.5946	4669555	4657682	3	1	4.00725
3290000	0.235	36.592	4669563	4657690	3	1	4.00727
3290000	0.259	36.5403	4683424	4671551	3	1	4.00751
3290000	0.253	36.6181	4669586	4657713	3	1	4.00715
3295000	0.22	36.5778	4669528	4657655	3	1	4.00733
3295000	0.23	36.5956	4669557	4657684	3	1	4.00725
3295000	0.24	36.6288	4669557	4657684	3	1	4.00711
3295000	0.25	36.6136	4669584	4657711	3	1	4.00717
3295000	0.229	36.5948	4669553	4657680	3	1	4.00725
3295000	0.26	36.5127	4683427	4671554	3	1	4.00763
3295000	0.223	36.5863	4669538	4657665	3	1	4.00729
3305000	0.24	36.6305	4669556	4657683	3	1	4.0071
3295000	0.235	36.5932	4669563	4657690	3	1	4.00726
3295000	0.241	36.6257	4669549	4657676	3	1	4.00712
3295000	0.247	36.6086	4669583	4657710	3	1	4.00719
3295000	0.253	36.6162	4669583	4657710	3	1	4.00716
3295000	0.259	36.5384	4683423	4671550	3	1	4.00752
3305000	0.22	36.5818	4669526	4657653	3	1	4.00731
3305000	0.23	36.5958	4669554	4657681	3	1	4.00725
3305000	0.26	36.5138	4683427	4671554	3	1	4.00763
3305000	0.223	36.592	4669534	4657661	3	1	4.00727
3305000	0.25	36.6148	4669583	4657710	3	1	4.00717
3305000	0.229	36.5951	4669550	4657677	3	1	4.00725
3305000	0.235	36.5974	4669559	4657686	3	1	4.00724
3305000	0.247	36.6072	4669583	4657710	3	1	4.0072
3305000	0.241	36.6274	4669549	4657676	3	1	4.00712
3305000	0.253	36.6174	4669585	4657712	3	1	4.00716
3305000	0.259	36.5396	4683423	4671550	3	1	4.00751
3310000	0.22	36.5818	4669525	4657652	3	1	4.00731
3310000	0.23	36.5972	4669552	4657679	3	1	4.00724
3310000	0.253	36.6174	4669585	4657712	3	1	4.00716
3310000	0.25	36.6148	4669586	4657713	3	1	4.00717
3310000	0.24	36.631	4669553	4657680	3	1	4.0071
3310000	0.26	36.5134	4683426	4671553	3	1	4.00763
3310000	0.229	36.5965	4669549	4657676	3	1	4.00725
3310000	0.223	36.592	4669533	4657660	3	1	4.00727
3315000	0.23	36.597	4669552	4657679	3	1	4.00724
3310000	0.235	36.5979	4669556	4657683	3	1	4.00724
3310000	0.241	36.6288	4669549	4657676	3	1	4.00711
3310000	0.247	36.6079	4669588	4657715	3	1	4.0072
3315000	0.22	36.5823	4669525	4657652	3	1	4.00731
3315000	0.24	36.63	4669556	4657683	3	1	4.0071
3310000	0.259	36.5391	4683422	4671549	3	1	4.00752
3315000	0.25	36.6127	4669588	4657715	3	1	4.00718
3315000	0.26	36.5113	4683428	4671555	3	1	4.00764
3325000	0.22	36.5823	4669523	4657650	3	1	4.00731
3325000	0.23	36.5939	4669552	4657679	3	1	4.00726
3325000	0.223	36.5908	4669533	4657660	3	1	4.00727
3330000	0.22	36.5877	4669519	4657646	3	1	4.00728
3325000	0.25	36.6146	4669586	4657713	3	1	4.00717
3325000	0.24	36.6274	4669555	4657682	3	1	4.00712
3325000	0.229	36.5937	4669554	4657681	3	1	4.00726
3325000	0.235	36.5955	4669553	4657680	3	1	4.00725
3325000	0.26	36.5124	4683429	4671556	3	1	4.00763
3325000	0.241	36.6252	4669550	4657677	3	1	4.00712
3325000	0.247	36.6072	4669588	4657715	3	1	4.0072
3325000	0.253	36.6155	4669584	4657711	3	1	4.00717
3325000	0.259	36.5382	4683423	4671550	3	1	4.00752
3330000	0.23	36.5941	4669552	4657679	3	1	4.00726
3330000	0.25	36.6219	4669579	4657706	3	1	4.00714
3335000	0.22	36.5877	4669519	4657646	3	1	4.00728
3330000	0.24	36.6279	4669558	4657685	3	1	4.00711
3330000	0.26	36.5136	4683430	4671557	3	1	4.00763
3335000	0.23	36.5951	4669554	4657681	3	1	4.00725
3335000	0.24	36.6279	4669556	4657683	3	1	4.00711
3335000	0.223	36.592	4669533	4657660	3	1	4.00727
3335000	0.25	36.6217	4669577	4657704	3	1	4.00714
3335000	0.26	36.5122	4683429	4671556	3	1	4.00763
3345000	0.26	36.5136	4683437	4671564	3	1	4.00763
3335000	0.229	36.5939	4669555	4657682	3	1	4.00726
3335000	0.235	36.596	4669554	4657681	3	1	4.00725
3335000	0.241	36.6267	4669551	4657678	3	1	4.00712
3335000	0.247	36.6146	4669580	4657707	3	1	4.00717
3345000	0.22	36.5894	4669517	4657644	3	1	4.00728
3335000	0.259	36.5391	4683421	4671548	3	1	4.00752
3335000	0.253	36.6234	4669575	4657702	3	1	4.00713
3350000	0.25	36.6265	4669583	4657710	3	1	4.00712
3345000	0.23	36.5963	4669559	4657686	3	1	4.00725
3345000	0.24	36.6293	4669559	4657686	3	1	4.00711
3350000	0.22	36.592	4669525	4657652	3	1	4.00727
3345000	0.25	36.6262	4669582	4657709	3	1	4.00712
3350000	0.23	36.6005	4669562	4657689	3	1	4.00723
3350000	0.24	36.6286	4669561	4657688	3	1	4.00711
3350000	0.223	36.5991	4669536	4657663	3	1	4.00724
3350000	0.26	36.5124	4683438	4671565	3	1	4.00763
3350000	0.229	36.6003	4669562	4657689	3	1	4.00723
3350000	0.235	36.6008	4669570	4657697	3	1	4.00723
3350000	0.241	36.6303	4669554	4657681	3	1	4.0071
3350000	0.247	36.6196	4669582	4657709	3	1	4.00715
3350000	0.253	36.6222	4669581	4657708	3	1	4.00714
3355000	0.25	36.6277	4669582	4657709	3	1	4.00711
3350000	0.259	36.5396	4683425	4671552	3	1	4.00751
3355000	0.22	36.5927	4669526	4657653	3	1	4.00726
3355000	0.23	36.6008	4669560	4657687	3	1	4.00723
3355000	0.24	36.6298	4669559	4657686	3	1	4.00711
3355000	0.235	36.602	4669568	4657695	3	1	4.00722
3355000	0.26	36.5136	4683437	4671564	3	1	4.00763
3355000	0.229	36.6005	4669559	4657686	3	1	4.00723
3355000	0.223	36.6015	4669537	4657664	3	1	4.00722
3355000	0.241	36.6315	4669551	4657678	3	1	4.0071
3365000	0.241	36.6298	4669547	4657674	3	1	4.00711
3355000	0.253	36.6234	4669579	4657706	3	1	4.00713
3365000	0.23	36.6017	4669560	4657687	3	1	4.00722
3355000	0.247	36.6207	4669581	4657708	3	1	4.00714
3365000	0.22	36.596	4669526	4657653	3	1	4.00725
3355000	0.259	36.5408	4683424	4671551	3	1	4.00751
3365000	0.25	36.6265	4669586	4657713	3	1	4.00712
3365000	0.24	36.6281	4669556	4657683	3	1	4.00711
3365000	0.26	36.5141	4683437	4671564	3	1	4.00763
3365000	0.223	36.6005	4669538	4657665	3	1	4.00723
3365000	0.229	36.6005	4669559	4657686	3	1	4.00723
3365000	0.235	36.6003	4669566	4657693	3	1	4.00723
3370000	0.235	36.6043	4669566	4657693	3	1	4.00721
3365000	0.247	36.6196	4669581	4657708	3	1	4.00715
3365000	0.253	36.6248	4669580	4657707	3	1	4.00713
3370000	0.22	36.596	4669525	4657652	3	1	4.00725
3370000	0.24	36.6303	4669561	4657688	3	1	4.0071
3365000	0.259	36.5412	4683425	4671552	3	1	4.00751
3370000	0.23	36.6034	4669562	4657689	3	1	4.00722
3370000	0.25	36.6281	4669589	4657716	3	1	4.00711
3370000	0.223	36.5977	4669539	4657666	3	1	4.00724
3370000	0.229	36.5977	4669565	4657692	3	1	4.00724
3370000	0.26	36.5101	4683439	4671566	3	1	4.00764
3370000	0.241	36.6319	4669552	4657679	3	1	4.0071
3370000	0.247	36.6212	4669584	4657711	3	1	4.00714
3370000	0.253	36.6253	4669583	4657710	3	1	4.00712
3375000	0.22	36.5974	4669527	4657654	3	1	4.00724
3375000	0.23	36.6039	4669561	4657688	3	1	4.00721
3370000	0.259	36.5373	4683427	4671554	3	1	4.00752
3375000	0.24	36.6305	4669561	4657688	3	1	4.0071
3375000	0.26	36.5101	4683440	4671567	3	1	4.00764
3375000	0.25	36.6279	4669590	4657717	3	1	4.00711
3385000	0.26	36.5111	4683442	4671569	3	1	4.00764
3385000	0.23	36.6079	4669562	4657689	3	1	4.0072
3385000	0.22	36.5969	4669525	4657652	3	1	4.00724
3385000	0.24	36.6315	4669560	4657687	3	1	4.0071
3385000	0.25	36.6258	4669592	4657719	3	1	4.00712
3395000	0.23	36.6086	4669559	4657686	3	1	4.00719
3385000	0.223	36.6005	4669541	4657668	3	1	4.00723
3385000	0.229	36.5984	4669564	4657691	3	1	4.00724
3385000	0.235	36.6069	4669567	4657694	3	1	4.0072
3390000	0.23	36.6086	4669562	4657689	3	1	4.00719
3385000	0.247	36.6198	4669587	4657714	3	1	4.00715
3385000	0.253	36.6262	4669589	4657716	3	1	4.00712
3385000	0.241	36.6331	4669550	4657677	3	1	4.00709
3385000	0.259	36.5399	4683432	4671559	3	1	4.00751
3390000	0.22	36.5932	4669526	4657653	3	1	4.00726
3395000	0.24	36.6377	4669558	4657685	3	1	4.00707
3390000	0.25	36.632	4669592	4657719	3	1	4.0071
3390000	0.24	36.6377	4669559	4657686	3	1	4.00707
3395000	0.22	36.5946	4669526	4657653	3	1	4.00725
3390000	0.26	36.5145	4683442	4671569	3	1	4.00762
3395000	0.223	36.6029	4669546	4657673	3	1	4.00722
3395000	0.26	36.5145	4683440	4671567	3	1	4.00762
3395000	0.25	36.632	4669591	4657718	3	1	4.0071
3395000	0.259	36.5433	4683430	4671557	3	1	4.0075
3395000	0.229	36.5991	4669560	4657687	3	1	4.00724
3395000	0.241	36.6393	4669551	4657678	3	1	4.00707
3395000	0.235	36.6084	4669564	4657691	3	1	4.0072
3395000	0.247	36.626	4669585	4657712	3	1	4.00712
3405000	0.22	36.5943	4669526	4657653	3	1	4.00726
3395000	0.253	36.6324	4669589	4657716	3	1	4.00709
3405000	0.23	36.6079	4669561	4657688	3	1	4.0072
3435000	0.22	36.5943	4669522	4657649	3	1	4.00726
3405000	0.24	36.6377	4669558	4657685	3	1	4.00707
3405000	0.25	36.632	4669591	4657718	3	1	4.0071
3405000	0.26	36.5164	4683445	4671572	3	1	4.00762
3405000	0.242	36.6446	4669562	4657689	3	1	4.00704
3435000	0.224	36.6005	4669540	4657667	3	1	4.00723
3435000	0.23	36.6076	4669561	4657688	3	1	4.0072
3435000	0.24	36.6367	4669561	4657688	3	1	4.00708
3435000	0.25	36.6356	4669591	4657718	3	1	4.00708
3405000	0.246	36.6477	4669573	4657700	3	1	4.00703
3435000	0.26	36.5148	4683449	4671576	3	1	4.00762
3435000	0.222	36.6005	4669524	4657651	3	1	4.00723
3435000	0.234	36.6122	4669571	4657698	3	1	4.00718
3435000	0.228	36.5984	4669547	4657674	3	1	4.00724
3435000	0.242	36.6468	4669564	4657691	3	1	4.00703
3450000	0.23	36.6084	4669565	4657692	3	1	4.0072
3450000	0.26	36.5187	4683453	4671580	3	1	4.00761
3435000	0.236	36.6124	4669569	4657696	3	1	4.00718
3435000	0.252	36.6355	4669588	4657715	3	1	4.00708
3435000	0.248	36.632	4669597	4657724	3	1	4.0071
3435000	0.258	36.5385	4683434	4671561	3	1	4.00752
3435000	0.246	36.653	4669573	4657700	3	1	4.00701
3435000	0.254	36.6387	4669592	4657719	3	1	4.00707
3450000	0.22	36.596	4669522	4657649	3	1	4.00725
3450000	0.24	36.6379	4669568	4657695	3	1	4.00707
3450000	0.248	36.6329	4669598	4657725	3	1	4.00709
3450000	0.25	36.636	4669588	4657715	3	1	4.00708
3450000	0.252	36.6375	4669588	4657715	3	1	4.00707
3450000	0.222	36.6022	4669526	4657653	3	1	4.00722
3450000	0.224	36.6048	4669538	4657665	3	1	4.00721
3450000	0.228	36.6024	4669553	4657680	3	1	4.00722
3450000	0.236	36.6134	4669573	4657700	3	1	4.00717
3450000	0.242	36.647	4669568	4657695	3	1	4.00703
3450000	0.234	36.6134	4669573	4657700	3	1	4.00717
3465000	0.24	36.6341	4669570	4657697	3	1	4.00709
3450000	0.246	36.654	4669576	4657703	3	1	4.007
3450000	0.258	36.5424	4683435	4671562	3	1	4.0075
3450000	0.254	36.6377	4669590	4657717	3	1	4.00707
3465000	0.22	36.5972	4669527	4657654	3	1	4.00724
3465000	0.23	36.6079	4669568	4657695	3	1	4.0072
3465000	0.258	36.5429	4683439	4671566	3	1	4.0075
3465000	0.224	36.606	4669541	4657668	3	1	4.00721
3465000	0.26	36.5192	4683455	4671582	3	1	4.0076
3465000	0.25	36.6344	4669588	4657715	3	1	4.00709
3465000	0.222	36.6031	4669529	4657656	3	1	4.00722
3465000	0.228	36.6034	4669560	4657687	3	1	4.00722
3465000	0.234	36.6115	4669575	4657702	3	1	4.00718
3465000	0.242	36.6425	4669570	4657697	3	1	4.00705
3465000	0.252	36.6389	4669592	4657719	3	1	4.00707
3465000	0.236	36.6107	4669574	4657701	3	1	4.00719
3465000	0.246	36.6506	4669575	4657702	3	1	4.00702
3465000	0.248	36.632	4669594	4657721	3	1	4.0071
3465000	0.254	36.6394	4669595	4657722	3	1	4.00706
3495000	0.22	36.5996	4669530	4657657	3	1	4.00723
3495000	0.23	36.6072	4669570	4657697	3	1	4.0072
3495000	0.24	36.6351	4669574	4657701	3	1	4.00708
3495000	0.222	36.6033	4669529	4657656	3	1	4.00722
3495000	0.234	36.6122	4669578	4657705	3	1	4.00718
3495000	0.26	36.5171	4683452	4671579	3	1	4.00761
3510000	0.228	36.6043	4669567	4657694	3	1	4.00721
3510000	0.23	36.6048	4669570	4657697	3	1	4.00721
3495000	0.224	36.6031	4669536	4657663	3	1	4.00722
3495000	0.228	36.6029	4669562	4657689	3	1	4.00722
3495000	0.25	36.6375	4669590	4657717	3	1	4.00707
3510000	0.25	36.6406	4669590	4657717	3	1	4.00706
3495000	0.248	36.6332	4669597	4657724	3	1	4.00709
3510000	0.22	36.6074	4669539	4657666	3	1	4.0072
3510000	0.24	36.6355	4669572	4657699	3	1	4.00708
3495000	0.254	36.6418	4669594	4657721	3	1	4.00705
3495000	0.236	36.6165	4669576	4657703	3	1	4.00716
3495000	0.252	36.6401	4669591	4657718	3	1	4.00706
3495000	0.246	36.6528	4669578	4657705	3	1	4.00701
3495000	0.242	36.6444	4669574	4657701	3	1	4.00704
3495000	0.258	36.542	4683438	4671565	3	1	4.0075
3525000	0.22	36.6103	4669549	4657676	3	1	4.00719
3510000	0.222	36.6017	4669535	4657662	3	1	4.00722
3510000	0.242	36.6449	4669573	4657700	3	1	4.00704
3510000	0.224	36.6015	4669540	4657667	3	1	4.00722
3525000	0.24	36.6408	4669575	4657702	3	1	4.00706
3510000	0.234	36.6115	4669577	4657704	3	1	4.00718
3510000	0.26	36.5127	4683451	4671578	3	1	4.00763
3510000	0.252	36.6415	4669591	4657718	3	1	4.00706
3510000	0.254	36.6401	4669593	4657720	3	1	4.00706
3510000	0.246	36.6547	4669576	4657703	3	1	4.007
3510000	0.258	36.5359	4683435	4671562	3	1	4.00753
3510000	0.236	36.6169	4669578	4657705	3	1	4.00716
3510000	0.248	36.6346	4669594	4657721	3	1	4.00709
3525000	0.23	36.6091	4669573	4657700	3	1	4.00719
3525000	0.224	36.6055	4669538	4657665	3	1	4.00721
3525000	0.242	36.6485	4669573	4657700	3	1	4.00703
3525000	0.26	36.512	4683447	4671574	3	1	4.00763
3525000	0.25	36.6413	4669602	4657729	3	1	4.00706
3525000	0.222	36.6088	4669535	4657662	3	1	4.00719
3525000	0.254	36.6408	4669603	4657730	3	1	4.00706
3555000	0.22	36.61	4669548	4657675	3	1	4.00719
3525000	0.228	36.6117	4669569	4657696	3	1	4.00718
3525000	0.236	36.6196	4669581	4657708	3	1	4.00715
3525000	0.252	36.642	4669602	4657729	3	1	4.00705
3525000	0.234	36.6143	4669580	4657707	3	1	4.00717
3555000	0.23	36.6058	4669569	4657696	3	1	4.00721
3525000	0.248	36.6375	4669598	4657725	3	1	4.00707
3525000	0.258	36.5345	4683430	4671557	3	1	4.00754
3525000	0.246	36.6583	4669581	4657708	3	1	4.00699
3555000	0.224	36.5974	4669541	4657668	3	1	4.00724
3555000	0.24	36.6375	4669583	4657710	3	1	4.00707
3555000	0.222	36.6015	4669535	4657662	3	1	4.00722
3555000	0.228	36.6046	4669559	4657686	3	1	4.00721
3555000	0.25	36.6466	4669602	4657729	3	1	4.00703
3555000	0.234	36.6115	4669578	4657705	3	1	4.00718
3555000	0.252	36.6456	4669599	4657726	3	1	4.00704
3555000	0.26	36.5173	4683449	4671576	3	1	4.00761
3555000	0.236	36.6158	4669584	4657711	3	1	4.00716
3570000	0.25	36.6492	4669608	4657735	3	1	4.00702
3555000	0.242	36.6473	4669577	4657704	3	1	4.00703
3570000	0.234	36.6108	4669575	4657702	3	1	4.00719
3555000	0.258	36.5385	4683434	4671561	3	1	4.00752
3570000	0.22	36.6084	4669550	4657677	3	1	4.0072
3570000	0.26	36.5169	4683454	4671581	3	1	4.00761
3570000	0.23	36.605	4669570	4657697	3	1	4.00721
3555000	0.254	36.6475	4669600	4657727	3	1	4.00703
3555000	0.246	36.6578	4669585	4657712	3	1	4.00699
3555000	0.248	36.6368	4669604	4657731	3	1	4.00708
3585000	0.24	36.6454	4669585	4657712	3	1	4.00704
3570000	0.236	36.615	4669581	4657708	3	1	4.00717
3570000	0.222	36.6017	4669535	4657662	3	1	4.00722
3570000	0.24	36.6372	4669585	4657712	3	1	4.00707
3585000	0.228	36.6079	4669560	4657687	3	1	4.0072
3570000	0.224	36.5979	4669540	4657667	3	1	4.00724
3570000	0.246	36.6605	4669590	4657717	3	1	4.00698
3570000	0.228	36.6043	4669558	4657685	3	1	4.00721
3570000	0.258	36.538	4683440	4671567	3	1	4.00752
3570000	0.252	36.6482	4669604	4657731	3	1	4.00703
3585000	0.22	36.6174	4669551	4657678	3	1	4.00716
3570000	0.248	36.6394	4669608	4657735	3	1	4.00706
3570000	0.242	36.647	4669577	4657704	3	1	4.00703
3585000	0.23	36.6074	4669574	4657701	3	1	4.0072
3570000	0.254	36.6502	4669606	4657733	3	1	4.00702
3585000	0.222	36.6012	4669538	4657665	3	1	4.00723
3585000	0.224	36.5951	4669542	4657669	3	1	4.00725
3585000	0.252	36.649	4669603	4657730	3	1	4.00702
3585000	0.25	36.6499	4669609	4657736	3	1	4.00702
3585000	0.26	36.515	4683457	4671584	3	1	4.00762
3585000	0.234	36.6172	4669577	4657704	3	1	4.00716
3585000	0.248	36.642	4669610	4657737	3	1	4.00705
3585000	0.242	36.6525	4669581	4657708	3	1	4.00701
3585000	0.236	36.6238	4669581	4657708	3	1	4.00713
3585000	0.254	36.6506	4669607	4657734	3	1	4.00702
3585000	0.258	36.5352	4683448	4671575	3	1	4.00753
3585000	0.246	36.659	4669594	4657721	3	1	4.00698
3615000	0.25	36.5493	4686067	4674142	3	1	4.00748
3615000	0.26	36.6271	4669696	4657771	3	1	4.00712
3615000	0.22	36.6411	4669663	4657738	3	1	4.00706
3615000	0.23	36.6478	4669671	4657746	3	1	4.00703
3615000	0.242	36.6651	4669666	4657741	3	1	4.00696
3615000	0.234	36.6632	4669680	4657755	3	1	4.00697
3615000	0.224	36.632	4669658	4657733	3	1	4.0071
3615000	0.24	36.6721	4669668	4657743	3	1	4.00693
3615000	0.222	36.6378	4669664	4657739	3	1	4.00707
3615000	0.228	36.638	4669667	4657742	3	1	4.00707
3630000	0.242	36.6627	4669670	4657745	3	1	4.00697
3615000	0.236	36.651	4669679	4657754	3	1	4.00702
3615000	0.258	36.6584	4669700	4657775	3	1	4.00699
3630000	0.23	36.6469	4669677	4657752	3	1	4.00703
3615000	0.246	36.6711	4669676	4657751	3	1	4.00693
3615000	0.252	36.6642	4669682	4657757	3	1	4.00696
3630000	0.22	36.6411	4669664	4657739	3	1	4.00706
3615000	0.254	36.6695	4669700	4657775	3	1	4.00694
3615000	0.248	36.6668	4669663	4657738	3	1	4.00695
3630000	0.222	36.6363	4669664	4657739	3	1	4.00708
3630000	0.26	36.6273	4669696	4657771	3	1	4.00712
3645000	0.234	36.6622	4669682	4657757	3	1	4.00697
3630000	0.224	36.6318	4669664	4657739	3	1	4.0071
3630000	0.25	36.5479	4686071	4674146	3	1	4.00748
3630000	0.24	36.6711	4669675	4657750	3	1	4.00693
3645000	0.236	36.649	4669682	4657757	3	1	4.00702
3630000	0.234	36.6596	4669681	4657756	3	1	4.00698
3630000	0.228	36.6378	4669667	4657742	3	1	4.00707
3630000	0.236	36.6495	4669679	4657754	3	1	4.00702
3645000	0.228	36.6383	4669667	4657742	3	1	4.00707
3645000	0.24	36.6692	4669677	4657752	3	1	4.00694
3630000	0.246	36.6697	4669676	4657751	3	1	4.00694
3630000	0.252	36.6635	4669686	4657761	3	1	4.00696
3630000	0.258	36.6584	4669701	4657776	3	1	4.00699
3630000	0.248	36.669	4669666	4657741	3	1	4.00694
3645000	0.22	36.6385	4669668	4657743	3	1	4.00707
3630000	0.254	36.6721	4669702	4657777	3	1	4.00693
3645000	0.23	36.645	4669679	4657754	3	1	4.00704
3645000	0.224	36.632	4669665	4657740	3	1	4.0071
3645000	0.25	36.5488	4686075	4674150	3	1	4.00748
3645000	0.248	36.6704	4669670	4657745	3	1	4.00694
3645000	0.222	36.6352	4669676	4657751	3	1	4.00708
3645000	0.242	36.6608	4669669	4657744	3	1	4.00698
3645000	0.26	36.6282	4669700	4657775	3	1	4.00711
3675000	0.22	36.6428	4669673	4657748	3	1	4.00705
3645000	0.254	36.6724	4669705	4657780	3	1	4.00693
3645000	0.252	36.663	4669688	4657763	3	1	4.00697
3645000	0.246	36.6711	4669678	4657753	3	1	4.00693
3645000	0.258	36.6594	4669704	4657779	3	1	4.00698
3675000	0.23	36.6486	4669683	4657758	3	1	4.00703
3675000	0.25	36.5472	4686075	4674150	3	1	4.00749
3675000	0.234	36.6668	4669688	4657763	3	1	4.00695
3675000	0.224	36.6378	4669665	4657740	3	1	4.00707
3675000	0.222	36.6438	4669676	4657751	3	1	4.00705
3675000	0.24	36.6719	4669679	4657754	3	1	4.00693
3675000	0.26	36.628	4669702	4657777	3	1	4.00711
3675000	0.258	36.6596	4669705	4657780	3	1	4.00698
3675000	0.228	36.645	4669666	4657741	3	1	4.00704
3675000	0.236	36.6536	4669686	4657761	3	1	4.00701
3675000	0.242	36.6622	4669673	4657748	3	1	4.00697
3675000	0.246	36.6752	4669680	4657755	3	1	4.00692
3675000	0.252	36.6649	4669696	4657771	3	1	4.00696
3690000	0.22	36.6428	4669671	4657746	3	1	4.00705
3675000	0.248	36.6726	4669673	4657748	3	1	4.00693
3675000	0.254	36.6736	4669710	4657785	3	1	4.00692
3690000	0.258	36.6647	4669712	4657787	3	1	4.00696
3690000	0.24	36.6687	4669687	4657762	3	1	4.00694
3690000	0.23	36.65	4669687	4657762	3	1	4.00702
3690000	0.224	36.633	4669663	4657738	3	1	4.00709
3690000	0.25	36.5444	4686074	4674149	3	1	4.0075
3690000	0.228	36.6517	4669667	4657742	3	1	4.00701
3705000	0.222	36.6399	4669680	4657755	3	1	4.00706
3690000	0.222	36.639	4669674	4657749	3	1	4.00707
3690000	0.234	36.6668	4669692	4657767	3	1	4.00695
3690000	0.26	36.6292	4669707	4657782	3	1	4.00711
3690000	0.242	36.6622	4669676	4657751	3	1	4.00697
3690000	0.236	36.6538	4669691	4657766	3	1	4.007
3705000	0.248	36.6707	4669674	4657749	3	1	4.00693
3705000	0.22	36.6428	4669676	4657751	3	1	4.00705
3705000	0.23	36.65	4669690	4657765	3	1	4.00702
3690000	0.248	36.6709	4669676	4657751	3	1	4.00693
3690000	0.252	36.6688	4669699	4657774	3	1	4.00694
3690000	0.246	36.6748	4669683	4657758	3	1	4.00692
3690000	0.254	36.6774	4669713	4657788	3	1	4.00691
3735000	0.23	36.6538	4669692	4657767	3	1	4.007
3705000	0.224	36.6373	4669669	4657744	3	1	4.00707
3705000	0.228	36.6541	4669671	4657746	3	1	4.007
3705000	0.24	36.6671	4669693	4657768	3	1	4.00695
3705000	0.246	36.6712	4669682	4657757	3	1	4.00693
3735000	0.24	36.6692	4669698	4657773	3	1	4.00694
3705000	0.242	36.6632	4669674	4657749	3	1	4.00697
3705000	0.234	36.6634	4669684	4657759	3	1	4.00696
3705000	0.25	36.5437	4686073	4674148	3	1	4.0075
3705000	0.236	36.6534	4669692	4657767	3	1	4.00701
3735000	0.22	36.6454	4669677	4657752	3	1	4.00704
3705000	0.26	36.6299	4669712	4657787	3	1	4.00711
3705000	0.252	36.6692	4669698	4657773	3	1	4.00694
3705000	0.258	36.6649	4669718	4657793	3	1	4.00696
3735000	0.222	36.6466	4669683	4657758	3	1	4.00703
3735000	0.25	36.5451	4686077	4674152	3	1	4.0075
3735000	0.248	36.674	4669682	4657757	3	1	4.00692
3735000	0.224	36.6378	4669671	4657746	3	1	4.00707
3705000	0.254	36.6784	4669713	4657788	3	1	4.0069
3735000	0.242	36.6649	4669673	4657748	3	1	4.00696
3735000	0.228	36.6541	4669673	4657748	3	1	4.007
3735000	0.234	36.6656	4669683	4657758	3	1	4.00696
3735000	0.258	36.6644	4669710	4657785	3	1	4.00696
3735000	0.236	36.6522	4669698	4657773	3	1	4.00701
3735000	0.26	36.6321	4669706	4657781	3	1	4.0071
3765000	0.22	36.6447	4669680	4657755	3	1	4.00704
3735000	0.252	36.6692	4669697	4657772	3	1	4.00694
3735000	0.246	36.676	4669686	4657761	3	1	4.00691
3765000	0.23	36.6555	4669695	4657770	3	1	4.007
3765000	0.242	36.6649	4669679	4657754	3	1	4.00696
3735000	0.254	36.6789	4669715	4657790	3	1	4.0069
3765000	0.224	36.6359	4669673	4657748	3	1	4.00708
3765000	0.24	36.6738	4669701	4657776	3	1	4.00692
3765000	0.222	36.6438	4669679	4657754	3	1	4.00705
